iter	Passed	Remaining
1647	42420	4504
1648	42448	4479
1649	42471	4453
1650	42495	4427
1651	42517	4401
1652	42542	4375
1653	42565	4349
1654	42587	4323
1655	42610	4297
1656	42636	4271
1657	42658	4245
1658	42681	4219
1659	42711	4193
1660	42739	4168
1661	42759	4142
1662	42785	4116
1663	42809	4090
1664	42833	4064
1665	42856	4038
1666	42883	4013
1667	42906	3987
1668	42930	3961
1669	42953	3935
1670	42977	3909
1671	43000	3883
1672	43024	3857
1673	43062	3832
1674	43089	3807
1675	43112	3781
1676	43135	3755
1677	43162	3729
1678	43188	3704
1679	43214	3678
1680	43238	3652
1681	43266	3626
1682	43291	3601
1683	43317	3575
1684	43339	3549
1685	43361	3523
1686	43383	3497
1687	43413	3472
1688	43434	3445
1689	43456	3419
1690	43483	3394
1691	43508	3368
1692	43538	3343
1693	43560	3317
1694	43583	3291
1695	43609	3265
1696	43639	3240
1697	43670	3214
1698	43693	3188
1699	43717	3163
1700	43741	3137
1701	43765	3111
1702	43801	3086
1703	43825	3060
1704	43850	3034
1705	43876	3009
1706	43900	2983
1707	43923	2957
1708	43948	2931
1709	43975	2905
1710	43998	2880
1711	44022	2854
1712	44052	2828
1713	44078	2803
1714	44101	2777
1715	44128	2751
1716	44151	2725
1717	44182	2700
1718	44205	2674
1719	44231	2648
1720	44260	2623
1721	44282	2597
1722	44304	2571
1723	44330	2545
1724	44354	2519
1725	44374	2493
1726	44394	2467
1727	44418	2442
1728	44443	2416
1729	44464	2390
1730	44488	2364
1731	44511	2338
1732	44540	2313
1733	44567	2287
1734	44588	2261
1735	44616	2235
1736	44639	2210
1737	44664	2184
1738	44688	2158
1739	44713	2132
1740	44736	2107
1741	44769	2081
1742	44796	2056
1743	44822	2030
1744	44846	2004
1745	44868	1978
1746	44897	1953
1747	44920	1927
1748	44944	1901
1749	44970	1875
1750	44995	1850
1751	45018	1824
1752	45046	1798
1753	45071	1773
1754	45097	1747
1755	45120	1721
1756	45144	1695
1757	45169	1670
1758	45190	1644
1759	45214	1618
1760	45237	1592
1761	45262	1566
1762	45287	1541
1763	45311	1515
1764	45332	1489
1765	45356	1463
1766	45380	1438
1767	45409	1412
1768	45431	1386
1769	45456	1361
1770	45484	1335
1771	45505	1309
1772	45528	1283
1773	45550	1258
1774	45573	1232
1775	45596	1206
1776	45622	1180
1777	45647	1155
1778	45671	1129
1779	45694	1103
1780	45715	1078
1781	45736	1052
1782	45760	1026
1783	45790	1001
1784	45812	975
1785	45836	949
1786	45860	923
1787	45883	898
1788	45905	872
1789	45930	846
1790	45953	821
1791	45977	795
1792	46007	769
1793	46032	744
1794	46064	718
1795	46089	692
1796	46117	667
1797	46139	641
1798	46171	615
1799	46193	590
1800	46217	564
1801	46239	538
1802	46266	513
1803	46293	487
1804	46315	461
1805	46338	436
1806	46363	410
1807	46386	384
1808	46414	359
1809	46437	333
1810	46462	307
1811	46483	282
1812	46506	256
1813	46530	230
1814	46557	205
1815	46580	179
1816	46605	153
1817	46629	128
1818	46650	102
1819	46683	76
1820	46707	51
1821	46728	25
1822	46754	0
