iter	TotalF1	MultiClass
883	0.9290586409	0.201184763
884	0.9290586409	0.2011521683
885	0.9290615023	0.20114306
886	0.9290738366	0.2011296549
887	0.9290254272	0.2010969076
888	0.9290254272	0.201083211
889	0.9290254272	0.2010725185
890	0.9290254272	0.201066792
891	0.9289969826	0.2010502705
892	0.9289847048	0.2010217844
893	0.9290378278	0.2010041568
894	0.9290378278	0.2009896369
895	0.9290231613	0.2009746271
896	0.9290282104	0.2009614919
897	0.9291882609	0.2008765482
898	0.9291882609	0.200807587
899	0.9291882609	0.2007953564
900	0.9291882609	0.2007735347
901	0.9290746925	0.2004936354
902	0.9290862924	0.2004877515
903	0.9290874673	0.2004763334
904	0.9290963888	0.2004395224
905	0.9291925138	0.2004346731
906	0.9291964377	0.2004226848
907	0.9291999107	0.2003956433
908	0.929198788	0.2003602177
909	0.9290218501	0.2003395716
910	0.9289516722	0.2003188666
911	0.9289516722	0.2003109694
912	0.9289331183	0.2002851065
913	0.9289331183	0.2002739415
914	0.928936353	0.2002234169
915	0.9289394079	0.2001970953
916	0.9289394079	0.2001881452
917	0.9289503882	0.2001632733
918	0.9289503882	0.2001501035
919	0.9289503882	0.2001380584
920	0.9289503882	0.2001261008
921	0.9289642018	0.2001049067
922	0.9289535461	0.2000883777
923	0.9289669814	0.2000690869
924	0.928963663	0.2000519089
925	0.928963663	0.2000123786
926	0.9290742824	0.2000021746
927	0.9290715016	0.1999789748
928	0.9290742824	0.1999733979
929	0.9290742824	0.1999686411
930	0.9290553836	0.199957599
931	0.9290553836	0.199909455
932	0.9290505896	0.1998907881
933	0.9290505896	0.1998702767
934	0.9290539484	0.1998671404
935	0.9290539484	0.1998572324
936	0.9292129551	0.1998511969
937	0.9292060966	0.199828971
938	0.9292651841	0.1998167689
939	0.9292651841	0.1997939952
940	0.9292482724	0.199745476
941	0.9292350016	0.1997391895
942	0.9292416372	0.1997115976
943	0.9293834359	0.1996927155
944	0.9294030311	0.1996803272
945	0.929326644	0.1996266572
946	0.9294914983	0.1996239341
947	0.9294881234	0.1996123373
948	0.9294863885	0.19959483
949	0.9294863885	0.199580792
950	0.9294863885	0.199566476
951	0.9294731516	0.1995458516
952	0.9294731516	0.1995349846
953	0.9294731516	0.1995329193
954	0.9294863885	0.1995272135
955	0.9294748864	0.1994884018
956	0.9294881234	0.1994632332
957	0.9294881234	0.1994584444
958	0.9294892486	0.1994318843
959	0.9294874674	0.1994274488
960	0.9294742313	0.1994115689
961	0.9294742313	0.1994015519
962	0.9294760122	0.1993809622
963	0.9294760122	0.1993610575
964	0.9295720291	0.1993481528
965	0.9295720291	0.1993427264
966	0.9295720291	0.1993313048
967	0.9295720291	0.1993218989
968	0.9295720291	0.1993162803
969	0.9296001615	0.19930552
970	0.9296001615	0.1992946803
971	0.9296001615	0.1992930329
972	0.9296001615	0.1992773267
973	0.9295968561	0.1992672469
974	0.9296001615	0.1992477146
975	0.9296001615	0.1992303412
976	0.9296248596	0.1992166573
977	0.9296373118	0.1992147648
978	0.9296446415	0.1992071797
979	0.9296658733	0.1991899175
980	0.9296658733	0.1991783027
981	0.9296791317	0.1991620327
982	0.929682446	0.1989718891
983	0.929682446	0.1989552669
984	0.9296775153	0.1989380131
985	0.9296907739	0.1989111052
986	0.9296775153	0.1989028633
987	0.9296775153	0.1988769213
988	0.9296775153	0.1988471994
989	0.9296775153	0.1988324984
990	0.9296775153	0.1988039281
991	0.9296775153	0.1987985491
992	0.9296775153	0.1987828043
993	0.9296775153	0.1987697191
994	0.9296775153	0.1987649155
995	0.9296907739	0.1987475325
996	0.9296841448	0.1987294804
997	0.9296974026	0.1987218637
998	0.9296974026	0.1986947392
999	0.9296974026	0.1986413035
1000	0.9296974026	0.1986403022
1001	0.9296974026	0.1986289916
1002	0.9297233515	0.1986160945
1003	0.9297124032	0.1986088414
1004	0.9297124032	0.1985813584
1005	0.9297233515	0.1985635347
1006	0.9297124032	0.1985600857
1007	0.9297124032	0.1985294578
1008	0.9297124032	0.1985233451
1009	0.9297124032	0.1985014823
1010	0.9297124032	0.1984800121
1011	0.9297124032	0.1984742715
1012	0.929699131	0.198472375
1013	0.9297972311	0.1984470157
1014	0.9298081836	0.1984341443
1015	0.9298081836	0.1984217678
1016	0.9298081836	0.1983937832
1017	0.9298081836	0.1983803938
1018	0.9298081836	0.1983704678
1019	0.929794935	0.1983509249
1020	0.929794935	0.1983483351
1021	0.929794935	0.1983307749
1022	0.9298081836	0.1983162366
1023	0.9298240547	0.1982514155
1024	0.9298273659	0.1982447106
1025	0.9298273659	0.1982045465
1026	0.9298293034	0.1981986517
1027	0.9298293034	0.1981782877
1028	0.9298293034	0.1981581898
1029	0.9298425473	0.1981354245
1030	0.9298425473	0.1981170525
1031	0.9298425473	0.1980447687
1032	0.9298425473	0.1980378177
1033	0.929839683	0.1980203305
1034	0.9298362291	0.1980051277
1035	0.9298362291	0.1979541138
1036	0.929839683	0.1979519804
1037	0.929839683	0.1979353195
1038	0.9298287294	0.1979156058
1039	0.9298287294	0.1978934277
1040	0.9298154861	0.1978689897
1041	0.9298782651	0.1978671711
1042	0.9298782651	0.1978447575
1043	0.9298782651	0.1978029352
1044	0.9298782651	0.1977839931
1045	0.9298782651	0.1976454871
1046	0.9298782651	0.1976338713
1047	0.9298782651	0.197608765
1048	0.9298782651	0.1976025298
1049	0.9299038611	0.1975778597
1050	0.929903288	0.197560131
1051	0.9299021591	0.197546528
1052	0.9300130379	0.1974916806
1053	0.9299998251	0.1974697072
1054	0.9299998251	0.197445507
1055	0.9299164493	0.1974370232
1056	0.9299221691	0.1974362189
1057	0.9299221691	0.197425259
1058	0.9299221691	0.1974172442
1059	0.9299221691	0.1974037065
1060	0.9299164493	0.1973965802
1061	0.9299164493	0.1973954422
1062	0.9299221691	0.1973946562
1063	0.9299221691	0.1973773103
1064	0.9299221691	0.1973712259
1065	0.9299688206	0.1973335323
1066	0.9299688206	0.1973111125
1067	0.9299438096	0.1972757657
1068	0.9300283075	0.1972713464
1069	0.9299739137	0.1972542202
1070	0.9299739137	0.1972452346
1071	0.9299739137	0.1972418392
1072	0.9299699382	0.1972304754
1073	0.9299762776	0.1972126668
1074	0.9299767717	0.1972113363
1075	0.9299767717	0.1972039698
1076	0.9299767717	0.1971481471
1077	0.9299903132	0.1971095028
1078	0.9299903132	0.1970920292
1079	0.9299903132	0.1970815289
1080	0.9299903132	0.197046055
1081	0.9299903132	0.1970358659
1082	0.9299903132	0.1970295744
1083	0.9299903132	0.1970195024
1084	0.9300042795	0.1970177803
1085	0.9300042795	0.1970056612
1086	0.9300042795	0.1969911189
1087	0.9300003024	0.1969528575
1088	0.9300003024	0.1969406682
1089	0.9300003024	0.1969321769
1090	0.9300003024	0.1969121233
1091	0.9299945852	0.1969110931
1092	0.9300067619	0.1969055369
1093	0.9300032833	0.1969037278
1094	0.9300067619	0.1968984244
1095	0.9300067619	0.196888362
1096	0.9300032833	0.1968755571
1097	0.9300386085	0.1968690506
1098	0.9300386085	0.1968682827
1099	0.9300386085	0.1968653831
1100	0.9300386085	0.196858282
1101	0.9300420873	0.1968526972
1102	0.9300449451	0.1968519547
1103	0.9300414662	0.196800657
1104	0.9300449451	0.1967928362
1105	0.9300449451	0.1967905124
1106	0.9300449451	0.1967601806
1107	0.9300449451	0.1967476155
1108	0.9300449451	0.196696557
1109	0.9300414662	0.1966594566
1110	0.9300282329	0.1966420197
1111	0.9300247541	0.1966257748
1112	0.9300286868	0.1965846754
1113	0.9300362635	0.196562488
1114	0.9300397411	0.1965473926
1115	0.9300368824	0.1965326256
1116	0.9300397411	0.1965203843
1117	0.9300501721	0.1965148643
1118	0.9300501721	0.1965076443
1119	0.9300473129	0.1964952313
1120	0.9300473129	0.1964879729
1121	0.9300473129	0.1964372478
1122	0.9300473129	0.1964147938
1123	0.9300473129	0.196408644
1124	0.9300473129	0.1964079988
1125	0.9300473129	0.1963897473
1126	0.9300473129	0.1963532163
1127	0.9300473129	0.1963337234
1128	0.9300473129	0.1963152227
1129	0.9300337734	0.1962933031
1130	0.9300469767	0.1962848168
1131	0.9300469767	0.1962701076
1132	0.9300337734	0.1962578551
1133	0.9300337734	0.1962493031
1134	0.9300636889	0.1962260153
1135	0.9301536573	0.1962015714
1136	0.9301668435	0.1961824743
1137	0.9301636826	0.1961333147
1138	0.9301504947	0.1961206114
1139	0.9302621809	0.1961048484
1140	0.9302621809	0.1960858346
1141	0.9302621809	0.1960324661
1142	0.9302621809	0.1960109262
1143	0.9302621809	0.1960039848
1144	0.9302621809	0.1959956675
1145	0.9302621809	0.1959848615
1146	0.9303585341	0.1959586839
1147	0.9303585341	0.1959470728
1148	0.9303585341	0.1959455829
1149	0.9303585341	0.1959419792
1150	0.9303585341	0.1959291544
1151	0.9303585341	0.1959201489
1152	0.9303585341	0.1959124877
1153	0.9303585341	0.1959033966
1154	0.9303585341	0.1958903454
1155	0.9303585341	0.1958831034
1156	0.9303585341	0.1958467515
1157	0.9303585341	0.1958445727
1158	0.9303585341	0.1958335495
1159	0.9303602734	0.1957958159
1160	0.9303602734	0.1957893515
1161	0.9303613815	0.1957854777
1162	0.9303300068	0.1957727919
1163	0.9303300068	0.1957654945
1164	0.9303300068	0.1957593441
1165	0.9303288909	0.1957349606
1166	0.9303323687	0.1957157401
1167	0.9303323687	0.1957114915
1168	0.9303323687	0.1956874184
1169	0.9303323687	0.1956825157
1170	0.9303323687	0.1956421792
1171	0.9303323687	0.1956332155
1172	0.9303323687	0.195622812
1173	0.9303323687	0.1956124278
1174	0.9303323687	0.1955763371
1175	0.9303323687	0.1955753981
1176	0.9303323687	0.1955697019
1177	0.9303323687	0.1955629849
1178	0.9303291664	0.1955510444
1179	0.9303291664	0.1955389962
1180	0.9303356654	0.1955187771
1181	0.9303356654	0.1955123385
1182	0.9303385204	0.1954894364
1183	0.9303385204	0.1954663248
1184	0.9303385204	0.1954589573
1185	0.9303385204	0.1954482461
1186	0.9303385204	0.1954445952
1187	0.9303385204	0.1954339317
1188	0.9303385204	0.1954196669
1189	0.9303385204	0.1954169125
1190	0.9303681849	0.1953877426
1191	0.9303681849	0.1953660991
1192	0.9303681849	0.1953588988
1193	0.9303681849	0.1953494232
1194	0.9303681849	0.1953347922
1195	0.9303747757	0.1953080433
1196	0.9303747757	0.1953009518
1197	0.9303747757	0.195282498
1198	0.9303912509	0.1952169636
1199	0.9303912509	0.1951800826
1200	0.9303912509	0.1951376817
1201	0.9303912509	0.1951297368
1202	0.9303912509	0.1950960756
1203	0.9305094139	0.1950598277
1204	0.9304722611	0.1950575585
1205	0.9305427918	0.195042881
1206	0.9305427918	0.1950084368
1207	0.9305427918	0.1949960546
1208	0.9305427918	0.1949680939
1209	0.9305801057	0.1949591229
1210	0.9305801057	0.1949493593
1211	0.9305184018	0.1949143166
1212	0.9305184018	0.1949114002
1213	0.9305184018	0.1949013691
1214	0.9305184018	0.1948907734
1215	0.9306066146	0.1948365764
1216	0.9306066146	0.1947894812
1217	0.9306066146	0.1947617074
1218	0.9306066146	0.1947484577
1219	0.9306085627	0.1947410324
1220	0.9306085627	0.194730974
1221	0.9306085627	0.19471044
1222	0.9306085627	0.194694112
1223	0.9306085627	0.1946792426
1224	0.9306085627	0.1946703201
1225	0.9306085627	0.1946518021
1226	0.9306085627	0.1946406304
1227	0.9306085627	0.1946320235
1228	0.9306085627	0.1946225357
1229	0.9306085627	0.1946151273
1230	0.9306085627	0.1945916501
1231	0.9306085627	0.1945845658
1232	0.9306125136	0.1945715023
1233	0.9306125136	0.1945601477
1234	0.9306125136	0.194540808
1235	0.930546534	0.1945092252
1236	0.930546534	0.1944923917
1237	0.9305118393	0.1944806218
1238	0.9305755367	0.1944673409
1239	0.9305755367	0.1944343171
1240	0.9305775522	0.1944164672
1241	0.9305098788	0.1943997446
1242	0.9305098788	0.1943989451
1243	0.9305098788	0.1943662002
1244	0.9305775522	0.1943605048
1245	0.9305775522	0.1943598868
1246	0.9305775522	0.1943514226
1247	0.9305758114	0.1943457494
1248	0.9305682164	0.1943373466
1249	0.9305675847	0.1943190787
1250	0.9305758114	0.1943179909
1251	0.9305758114	0.1942226427
1252	0.9305758114	0.1942212483
1253	0.9305758114	0.1942192278
1254	0.9305777597	0.1941709686
1255	0.9305777597	0.1941434969
1256	0.9306107733	0.1941277667
1257	0.9305482519	0.1941092848
1258	0.9305482519	0.1940948127
1259	0.9305482519	0.1940631323
1260	0.9305482519	0.1940512333
1261	0.9305486183	0.1940469651
1262	0.9305486183	0.1940134247
1263	0.9305776638	0.1939765616
1264	0.9305878741	0.1939719296
1265	0.9306208255	0.1939676294
1266	0.9306123563	0.1939653122
1267	0.9306123563	0.1939602304
1268	0.9306225668	0.1939543556
1269	0.9306245152	0.1939495793
1270	0.9306241507	0.1939212423
1271	0.9306241507	0.1939130287
1272	0.9306241507	0.1939000636
1273	0.9306241507	0.193891797
1274	0.9306241507	0.1938848401
1275	0.9306274431	0.1938556375
1276	0.9305597869	0.1938431397
1277	0.9304513195	0.1938358887
1278	0.9305615404	0.1938021059
1279	0.9305501235	0.19379431
1280	0.9305488182	0.1937779466
1281	0.9305501235	0.193769988
1282	0.9305501235	0.1937545356
1283	0.9305486112	0.193737275
1284	0.9305486112	0.1937312002
1285	0.9305488182	0.1937172138
1286	0.9305589867	0.1937070405
1287	0.9305589867	0.1936960636
1288	0.9305589867	0.1936870103
1289	0.9305589867	0.1936620349
1290	0.9305589867	0.1936549006
1291	0.9307772489	0.1935962359
1292	0.9309110032	0.193566944
1293	0.9309110032	0.1935637328
1294	0.9309451777	0.1935322586
1295	0.9308794523	0.1935100968
1296	0.9309471259	0.1934974518
1297	0.9308794523	0.1934867177
1298	0.9309123614	0.1934817796
1299	0.9309826214	0.1934620314
1300	0.9309826214	0.1934585327
1301	0.9309826214	0.193442019
1302	0.9309826214	0.1934298942
1303	0.9309826214	0.1934232142
1304	0.9309826214	0.1934114473
1305	0.9309826214	0.1934059577
1306	0.9309826214	0.1933741519
1307	0.9309826214	0.1933682786
1308	0.9309875904	0.1932976533
1309	0.930991529	0.1932899079
1310	0.9309875904	0.1932842171
1311	0.9310732034	0.1932761089
1312	0.9310130486	0.193271179
1313	0.9310130486	0.1932619269
1314	0.9310750535	0.193232427
1315	0.9310750535	0.1932238085
1316	0.931136667	0.1932071543
1317	0.9310954617	0.1931978781
1318	0.9310954617	0.19318946
1319	0.9310954617	0.1931888222
1320	0.9310954617	0.1931637808
1321	0.9310954617	0.1931522579
1322	0.9310954617	0.1931498002
1323	0.9311462421	0.1931225145
1324	0.9311462421	0.193118743
1325	0.9310983	0.1931118037
1326	0.9310983	0.1930928789
1327	0.9310983	0.1930889808
1328	0.9311564304	0.1930812894
1329	0.9311564304	0.1930776824
1330	0.9311566388	0.193071556
1331	0.9311086962	0.193066979
1332	0.9311086962	0.1930639588
1333	0.9311086962	0.193051525
1334	0.9311086962	0.193047178
1335	0.9311741505	0.1930310155
1336	0.9311741505	0.1930241605
1337	0.9311811627	0.1929917209
1338	0.9311811627	0.192988327
1339	0.9311811627	0.1929859339
1340	0.9311811627	0.1929823841
1341	0.9311741505	0.1929781647
1342	0.9311741505	0.1929743236
1343	0.9311639632	0.1929640039
1344	0.9312117613	0.1929503278
1345	0.9312117613	0.1929422335
1346	0.9312117613	0.192929507
1347	0.9312117613	0.1929264286
1348	0.9311639632	0.1929092391
1349	0.9311622102	0.1929027034
1350	0.9311622102	0.1928958681
1351	0.9311229247	0.1928931827
1352	0.9311348628	0.1928891667
1353	0.9311823752	0.1928854921
1354	0.9311823752	0.1928845175
1355	0.9311806097	0.1928831946
1356	0.9311362715	0.192870982
1357	0.9311323822	0.1928688657
1358	0.9311715714	0.1928672512
1359	0.9311715714	0.1928552691
1360	0.9311715714	0.1928165988
1361	0.9311715714	0.1928088531
1362	0.9311715714	0.1928027956
1363	0.9311715714	0.1928008603
1364	0.9311715714	0.1927860464
1365	0.9311715714	0.1927851919
1366	0.9311715714	0.1927288766
1367	0.9311772435	0.1927191279
1368	0.9311715714	0.1927150691
1369	0.9311715714	0.1927068546
1370	0.9311715714	0.1926963868
1371	0.9311715714	0.1926782227
1372	0.9311715714	0.1926774437
1373	0.9311715714	0.1926612043
1374	0.9311715714	0.192642185
1375	0.9311715714	0.1926374272
1376	0.9311715714	0.1926168647
1377	0.9311715714	0.1926001167
1378	0.9311715714	0.1925990213
1379	0.9311715714	0.1925957778
1380	0.9311613836	0.1925772055
1381	0.931175261	0.192564821
1382	0.9311560395	0.1925609009
1383	0.9311560395	0.1925476202
1384	0.931175261	0.1925435481
1385	0.9312053005	0.1925214488
1386	0.9311803739	0.1925179954
1387	0.9311803739	0.192510981
1388	0.9311803739	0.1924975025
1389	0.9312648846	0.1924898072
1390	0.9312648846	0.1924876889
1391	0.9312648846	0.192481498
1392	0.931274847	0.1924802594
1393	0.9312781145	0.1924663433
1394	0.9312837651	0.192459791
1395	0.9312781145	0.1924351055
1396	0.9312781145	0.1924233071
1397	0.9312781145	0.1924024388
1398	0.9312837651	0.1923964171
1399	0.9312837651	0.1923902063
1400	0.9312781145	0.1923854307
1401	0.9312837651	0.1923731334
1402	0.9312837651	0.1923635169
1403	0.9312837651	0.1923527182
1404	0.9312837651	0.1923481302
1405	0.9312837651	0.1923429971
1406	0.9312837651	0.1923385495
1407	0.9312837651	0.1923313093
1408	0.9312738041	0.1923293612
1409	0.9311893004	0.1923244217
1410	0.9311893004	0.1923108755
1411	0.9311893004	0.1923041887
1412	0.9311893004	0.1922958924
1413	0.9311946378	0.192291612
1414	0.9311946378	0.1922900135
1415	0.9311946378	0.1922789366
1416	0.9311946378	0.1922771377
1417	0.9311946378	0.1922679332
1418	0.9311946378	0.1922658439
1419	0.9312791915	0.1922576484
1420	0.9312791915	0.1922512414
1421	0.9312791915	0.1922441309
1422	0.9312791915	0.1922424894
1423	0.931282688	0.1921998975
1424	0.931282688	0.1921744124
1425	0.931282688	0.1921686108
1426	0.9313302093	0.1921343812
1427	0.931282688	0.1921213787
1428	0.931282688	0.1921078828
1429	0.9312809398	0.1921042005
1430	0.9312809398	0.1920902857
1431	0.9313284617	0.192048703
1432	0.9312809398	0.1920384678
1433	0.9312809398	0.1920367949
1434	0.9312809398	0.192030505
1435	0.9312809398	0.1920231817
1436	0.9312809398	0.1920174297
1437	0.9312774431	0.1920000688
1438	0.9312774431	0.1919976844
1439	0.9312774431	0.1919911951
1440	0.9312774431	0.1919756413
1441	0.9312774431	0.1919746975
1442	0.931282688	0.1919635281
1443	0.9312846441	0.191955751
1444	0.9312846441	0.1919181587
1445	0.9312828959	0.1919102228
1446	0.9312857213	0.1919007873
1447	0.9312857213	0.19189264
1448	0.9312874695	0.1918844209
1449	0.9312029602	0.1918767584
1450	0.9312029602	0.1918727387
1451	0.9312029602	0.1918677588
1452	0.9312029602	0.1918647091
1453	0.9312029602	0.1918573995
1454	0.9312029602	0.1918549432
1455	0.9311959124	0.191841358
1456	0.9312029602	0.1918322675
1457	0.9312029602	0.1918222158
1458	0.9312029602	0.1918216519
1459	0.9312160271	0.1918171862
1460	0.9311545699	0.1918098252
1461	0.9312024635	0.19179842
1462	0.9312122806	0.1917787077
1463	0.9312341353	0.1917614715
1464	0.9312210477	0.1917534062
1465	0.931219285	0.1917515643
1466	0.9312323725	0.1917461679
1467	0.9312341353	0.1917361755
1468	0.9312341353	0.1917313145
1469	0.9312817234	0.1917077227
1470	0.9312834855	0.1916848478
1471	0.9312834855	0.1916808851
1472	0.9312834855	0.1916789236
1473	0.9312834855	0.191672994
1474	0.9312834855	0.1916579664
1475	0.9312834855	0.1916542131
1476	0.9312834855	0.191647895
1477	0.9312834855	0.1916455077
1478	0.9312834855	0.1916401033
1479	0.931235898	0.1916314327
1480	0.9313186023	0.1916238226
1481	0.9313203514	0.1916216549
1482	0.9312395826	0.1916131326
1483	0.9313716185	0.1915993262
1484	0.9312395826	0.19159663
1485	0.9313222875	0.1915643036
1486	0.9312378198	0.1915579102
1487	0.9312378198	0.1915566723
1488	0.9312854024	0.1915521976
1489	0.9312378198	0.1915378103
1490	0.9312378198	0.1915310301
1491	0.9312378198	0.1914971278
1492	0.9312378198	0.1914624822
1493	0.9312378198	0.1914552838
1494	0.9312378198	0.1914315856
1495	0.9312378198	0.1914221499
1496	0.9312378198	0.1914069729
1497	0.9312378198	0.1914010286
1498	0.931257447	0.191390633
1499	0.931257447	0.1913835863
1500	0.931257447	0.1913701444
1501	0.931257447	0.1913458729
1502	0.931257447	0.1913420837
1503	0.931257447	0.1913381349
1504	0.9312539212	0.1913197831
1505	0.9312539212	0.1913157538
1506	0.9313138092	0.1913067066
1507	0.9313138092	0.1912934431
1508	0.9313173355	0.1912836181
1509	0.9313173355	0.1912815688
1510	0.9313187751	0.1912722898
1511	0.931315908	0.1912586172
1512	0.931315908	0.1912539981
1513	0.931315908	0.1912505912
1514	0.931315908	0.1912255048
1515	0.931315908	0.1912234068
1516	0.9313176713	0.1912057497
1517	0.9313176713	0.1912002342
1518	0.9313176713	0.1911948458
1519	0.9313198061	0.1911942404
1520	0.9313198061	0.1911934758
1521	0.9313198061	0.1911884481
1522	0.9313198061	0.1911774344
1523	0.9313198061	0.1911687298
1524	0.9313198061	0.1911602196
1525	0.9313198061	0.191158152
1526	0.9313710857	0.1911450253
1527	0.9313710857	0.1911396966
1528	0.9313833819	0.1911367911
1529	0.9313833819	0.1911265334
1530	0.9313833819	0.1911175223
1531	0.9313833819	0.1911083836
1532	0.9313833819	0.1910967525
1533	0.9313833819	0.1910901285
1534	0.9314813441	0.191073924
1535	0.9314813441	0.1910711432
1536	0.9314472311	0.1910600064
1537	0.9314472311	0.1910572764
1538	0.9314612995	0.1910462964
1539	0.9314612995	0.1910412008
1540	0.9314612995	0.1910383456
1541	0.9314612995	0.1910325735
1542	0.9314612995	0.1910079066
1543	0.9314612995	0.1909960224
1544	0.9314612995	0.1909827317
1545	0.9314612995	0.1909811703
1546	0.9314612995	0.1909775576
1547	0.9314612995	0.190967507
1548	0.9314612995	0.1909664601
1549	0.9314612995	0.1909629525
1550	0.9314612995	0.1909580138
1551	0.9314612995	0.1909553347
1552	0.9314612995	0.1909519246
1553	0.9314612995	0.1909398815
1554	0.9314612995	0.1909331951
1555	0.9314612995	0.1908919144
1556	0.9314612995	0.1908909714
1557	0.9314612995	0.1908823841
1558	0.931438739	0.1908737168
1559	0.931438739	0.1908710714
1560	0.931438739	0.1907993542
1561	0.931438739	0.1907941149
1562	0.931438739	0.1907932685
1563	0.9314630576	0.1907743833
1564	0.9314630576	0.1907619323
1565	0.9314978619	0.1907542832
1566	0.9314978619	0.1907520456
1567	0.9314630576	0.1907355302
1568	0.9314630576	0.1907333196
1569	0.9314630576	0.1906995471
1570	0.9314630576	0.1906945497
1571	0.9314630576	0.1906895913
1572	0.9314630576	0.1906849488
1573	0.9314978619	0.1906790871
1574	0.9314978619	0.1906648994
1575	0.9314978619	0.1906628961
1576	0.931507825	0.190661865
1577	0.9315657134	0.1905972435
1578	0.9314799933	0.1905338872
1579	0.9314799933	0.1905281371
1580	0.9315043066	0.1905225708
1581	0.9315043066	0.190520654
1582	0.9315043066	0.190519404
1583	0.9315043066	0.1905128628
1584	0.9315043066	0.1904993695
1585	0.9314943452	0.1904979402
1586	0.9314961036	0.1904699708
1587	0.9315046467	0.1904563028
1588	0.9315046467	0.1904508237
1589	0.9315046467	0.1904354822
1590	0.9315046467	0.1904347289
1591	0.9315046467	0.1904309149
1592	0.9315046467	0.1904243048
1593	0.9315046467	0.1904100228
1594	0.9315755118	0.1903973854
1595	0.9315755118	0.1903954489
1596	0.9315755118	0.1903926784
1597	0.9315755118	0.1903892653
1598	0.9315718357	0.190380857
1599	0.9315720408	0.1903484051
1600	0.9315755574	0.1903419515
1601	0.9315633238	0.1903389
1602	0.9316490655	0.1903247544
1603	0.9316490655	0.1903168291
1604	0.9316142591	0.1903097778
1605	0.9316490655	0.1903048736
1606	0.9316160187	0.1903024171
1607	0.9316490655	0.1902993523
1608	0.9316142591	0.1902907572
1609	0.9316142591	0.1902859981
1610	0.9316142591	0.190281925
1611	0.9316142591	0.1902577596
1612	0.9316160187	0.1902547341
1613	0.9316142591	0.1902474448
1614	0.9316142591	0.1902322949
1615	0.9316142591	0.1902255239
1616	0.9316142591	0.1902172964
1617	0.9316142591	0.1902158994
1618	0.9316142591	0.1902049654
1619	0.9316160187	0.190199555
1620	0.9316160187	0.190187693
1621	0.9316160187	0.1901848074
1622	0.9316160187	0.1901770562
1623	0.9316177783	0.1901751554
1624	0.9316177783	0.1901694498
1625	0.9316177783	0.1901679387
1626	0.9316177783	0.1901641606
1627	0.9316177783	0.1901534162
1628	0.931652585	0.1901329096
1629	0.931652585	0.190127972
1630	0.9317029962	0.1901195188
1631	0.9317029962	0.1901179671
1632	0.9317029962	0.1901028169
1633	0.9317065157	0.1900908937
1634	0.9317065157	0.1900845025
1635	0.9317029962	0.1900799933
1636	0.9317029962	0.1900778486
1637	0.931704756	0.1900576992
1638	0.9316734662	0.1900361855
1639	0.9316734662	0.1900209455
1640	0.9316824373	0.1900123234
1641	0.9316824373	0.1900080781
1642	0.9316824373	0.1899888915
1643	0.9317357968	0.1899859872
1644	0.9317357968	0.1899813186
1645	0.9317357968	0.1899794747
1646	0.9317009851	0.1899655736
1647	0.9316992289	0.1899557344
1648	0.9317009851	0.1899542021
1649	0.9317009851	0.1899492361
1650	0.9317357968	0.1899464163
1651	0.931810866	0.1898659809
1652	0.9318456778	0.1898581415
1653	0.9318456778	0.1898550556
1654	0.9318692286	0.1898502058
1655	0.9318456778	0.18984563
1656	0.9318317158	0.1898364462
1657	0.9318138814	0.1898232136
1658	0.9318061634	0.1898224838
1659	0.9318138814	0.1898197232
1660	0.931835699	0.1898159972
1661	0.9318279896	0.1898117821
1662	0.9318279896	0.1898002355
1663	0.9318279896	0.189786447
1664	0.931835699	0.1897780281
1665	0.9318401755	0.1897771966
1666	0.9318401755	0.1897415235
1667	0.9318401755	0.1897295234
1668	0.9318478741	0.1897257626
1669	0.9318478741	0.1897202982
1670	0.9318478741	0.1897124483
1671	0.9318544898	0.1897052566
1672	0.9318544898	0.1897003702
1673	0.9318363802	0.1896903606
1674	0.9318363802	0.1896761615
1675	0.9318485509	0.1896738556
1676	0.9318485509	0.1896707749
1677	0.9318518179	0.1896627327
1678	0.9318518179	0.189651109
1679	0.9318518179	0.1896487743
1680	0.9318518179	0.1896411096
1681	0.9318528958	0.1896262744
1682	0.9318407215	0.1896243592
1683	0.9318528958	0.1895900978
1684	0.9318518179	0.1895798916
1685	0.9318518179	0.1895782996
1686	0.9318518179	0.1895691481
1687	0.931855327	0.1895465886
1688	0.9318570815	0.1895458137
1689	0.9318528958	0.1895313448
1690	0.9318570815	0.1894904028
1691	0.9318570815	0.1894787878
1692	0.9318619397	0.1894515912
1693	0.9318560029	0.189447234
1694	0.9318518179	0.189445042
1695	0.9318528958	0.1894143185
1696	0.9318528958	0.1893821757
1697	0.9318568059	0.1893611895
1698	0.9318568059	0.1893464958
1699	0.9318698127	0.1893390486
1700	0.9318687337	0.1893372573
1701	0.9318687337	0.1893347531
1702	0.9318748663	0.1892827594
1703	0.9318748663	0.1892797925
1704	0.9318748663	0.1892705087
1705	0.9318748663	0.1892648031
1706	0.9318748663	0.1892575039
1707	0.9318790459	0.1892503983
1708	0.9318790459	0.1892446921
1709	0.9318790459	0.1892242961
1710	0.9318790459	0.189222035
1711	0.9318748663	0.1892086072
1712	0.9318748663	0.1892034167
1713	0.9318748663	0.1891982222
1714	0.9318748663	0.1891848045
1715	0.9318790459	0.1891774086
1716	0.9318448247	0.1891755168
1717	0.9318448247	0.1891640911
1718	0.931847082	0.1891550673
1719	0.9318601033	0.1891516115
